Locus_tag	ORF_start	ORF_stop	Gene_start	Gene_end	Peptide_count	Name_protein
YPTS_0143	160155	161855	160209	161855	2	acetolactate synthase 2 catalytic subunit
YPTS_0145	162054	163058	162132	163058	9	branched-chain amino acid aminotransferase
YPTS_0146	163309	165219	163369	165219	15	dihydroxy-acid dehydratase
YPTS_0147	165207	166769	165225	166769	8	threonine dehydratase
YPTS_0154	171254	172816	171338	172816	18	ketol-acid reductoisomerase
YPTS_0173	187673	187978	187673	187969	2	PpiC-type peptidyl-prolyl cis-trans isomerase
YPTS_0175	188041	190179	188158	190179	5	ATP-dependent DNA helicase Rep
YPTS_0176	190347	191843	190347	191843	3	guanosine pentaphosphate phosphohydrolase
YPTS_0177	191847	193151	191847	193133	11	ATP-dependent RNA helicase RhlB
YPTS_0178	193249	193578	193252	193578	9	thioredoxin
YPTS_0179	194046	195317	194058	195317	35	transcription termination factor Rho
YPTS_0181	196964	198046	196970	198046	14	lipopolysaccharide biosynthesis protein WzzE
YPTS_0182	198290	199525	198395	199525	4	UDP-N-acetylglucosamine 2-epimerase
YPTS_0183	199495	200784	199522	200784	10	UDP-N-acetyl-D-mannosamine dehydrogenase
YPTS_0184	200763	201848	200781	201848	5	dTDP-glucose 4,6-dehydratase
YPTS_0185	201912	203024	202092	203024	8	glucose-1-phosphate thymidylyltransferase
YPTS_0186	202942	203739	203002	203739	1	TDP-fucosamine acetyltransferase
YPTS_0187	203660	204871	203741	204871	11	TDP-4-oxo-6-deoxy-D-glucose transaminase
YPTS_0189	206146	207237	206152	207237	8	4-alpha-L-fucosyltransferase
YPTS_0191	208580	209347	208607	209347	6	putative UDP-N-acetyl-D-mannosaminuronic acid transferase
YPTS_0193	212755	213993	212755	213975	11	putative protoheme IX biogenesis protein
YPTS_0194	213978	215126	213978	215102	21	putative uroporphyrinogen III C-methyltransferase
YPTS_0196	215879	217066	215879	216820	6	porphobilinogen deaminase
YPTS_0202	223439	223642	223442	223642	1	hypothetical protein YPTS_0202
YPTS_0203	223795	224634	223810	224634	1	diaminopimelate epimerase
YPTS_0204	224696	225403	224699	225403	3	hypothetical protein YPTS_0204
YPTS_0205	225301	226311	225400	226311	1	site-specific tyrosine recombinase XerC
YPTS_0206	226275	227027	226311	227027	5	flavin mononucleotide phosphatase
YPTS_0207	227117	229288	227126	229288	3	DNA-dependent helicase II
YPTS_0208	229402	230106	229402	230067	1	TetR family transcriptional regulator
YPTS_0209	230483	231727	230495	231727	14	hypothetical protein YPTS_0209
YPTS_0210	231711	232583	231753	232583	10	hypothetical protein YPTS_0210
YPTS_0213	233161	234183	233233	234183	6	magnesium/nickel/cobalt transporter CorA
YPTS_0215	235258	235734	235258	235728	2	hypothetical protein YPTS_0215
YPTS_0216	235929	236828	235950	236828	7	phospholipase A
YPTS_0220	240328	241344	240349	241344	4	lysophospholipase L2
YPTS_0221	241193	242188	241379	242188	8	putative sugar phosphatase
YPTS_0223	243737	244960	243737	244852	1	glycerophosphodiester phosphodiesterase
YPTS_0225	247104	248396	247122	248396	1	anaerobic glycerol-3-phosphate dehydrogenase subunit B
YPTS_0227	249832	250368	249832	250359	8	hypothetical protein YPTS_0227
YPTS_0230	251760	254285	251760	254126	1	zinc/cadmium/mercury/lead-transporting ATPase
YPTS_0232	255432	255776	255456	255776	1	hypothetical protein YPTS_0232
YPTS_0233	255979	256407	255988	256407	2	hypothetical protein YPTS_0233
YPTS_0235	256846	257511	256846	257508	1	16S rRNA m(2)G966-methyltransferase
YPTS_0236	257784	259442	257790	259442	18	signal recognition particle-docking protein FtsY
YPTS_0237	259418	260116	259448	260116	5	cell division protein FtsE
YPTS_0238	260079	261059	260106	261059	2	cell division protein FtsX
YPTS_0240	262434	262940	262434	262826	1	GCN5-related N-acetyltransferase
YPTS_0241	263230	264363	263248	264363	14	extracellular ligand-binding receptor
YPTS_0244	266735	267517	266750	267517	1	leucine/isoleucine/valine transporter ATP-binding subunit
YPTS_0245	267532	268263	267562	268263	1	leucine/isoleucine/valine transporter ATP-binding subunit
YPTS_0258	280240	281007	280258	281007	5	cytoplasmic glycerophosphodiester phosphodiesterase
YPTS_0260	282171	282869	282201	282869	1	hypothetical protein YPTS_0260
YPTS_0264	286122	288413	286122	288413	6	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
YPTS_0266	289714	290529	289768	290529	11	uridine phosphorylase
YPTS_0271	296522	297280	296525	297280	8	ubiquinone/menaquinone biosynthesis methyltransferase
YPTS_0272	297240	297944	297294	297944	2	sterol-binding domain-containing protein
YPTS_0273	297875	299575	297944	299575	6	putative ubiquinone biosynthesis protein UbiB
YPTS_0274	299740	300021	299755	300021	5	twin arginine-targeting protein translocase
YPTS_0275	300022	300687	300025	300687	3	twin-arginine translocation protein, TatB subunit
YPTS_0278	302310	303341	302319	303341	7	delta-aminolevulinic acid dehydratase
YPTS_0280	304151	305683	304163	305683	7	3-octaprenyl-4-hydroxybenzoate decarboxylase
YPTS_0281	305684	306439	305738	306439	7	FMN reductase
YPTS_0282	306599	307765	306599	307762	13	3-ketoacyl-CoA thiolase
YPTS_0283	307774	310008	307774	309963	35	multifunctional fatty acid oxidation complex subunit alpha
YPTS_0284	310266	311621	310290	311621	29	proline dipeptidase
YPTS_0287	313724	314278	313745	314278	1	protoporphyrinogen oxidase
YPTS_0290	320404	321453	320416	321453	5	UDP-N-acetylenolpyruvoylglucosamine reductase
YPTS_0291	321432	322409	321450	322409	8	biotin--protein ligase
YPTS_0292	322444	323469	322444	323394	5	pantothenate kinase
YPTS_0296	325112	326329	325145	326329	43	elongation factor Tu
YPTS_0298	326956	327510	326965	327510	15	transcription antitermination protein NusG
YPTS_0299	327701	328129	327701	328129	20	50S ribosomal protein L11
YPTS_0300	328133	328837	328133	328837	39	50S ribosomal protein L1
YPTS_0301	329154	329699	329202	329699	14	50S ribosomal protein L10
YPTS_0302	329730	330134	329766	330134	26	50S ribosomal protein L7/L12
YPTS_0304	330435	334505	330477	334505	115	DNA-directed RNA polymerase subunit beta
YPTS_0305	334598	338854	334634	338854	117	DNA-directed RNA polymerase subunit beta'
YPTS_0306	339159	340322	339159	340289	1	thiamine biosynthesis protein ThiH
YPTS_0312	345179	345790	345179	345688	7	anti-RNA polymerase sigma 70 factor
YPTS_0313	345767	346567	345785	346567	5	NADH pyrophosphatase
YPTS_0315	347552	348631	347564	348631	11	uroporphyrinogen decarboxylase
YPTS_0317	349438	350037	349447	350037	4	hypothetical protein YPTS_0317
YPTS_0318	350223	350501	350226	350501	26	transcriptional regulator HU subunit alpha
YPTS_0320	351390	352718	351390	352676	14	phosphoribosylamine--glycine ligase
YPTS_0321	352736	354364	352736	354325	31	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
YPTS_0330	365231	366895	365231	366886	2	acetate permease
YPTS_0331	366883	367215	366883	367194	1	hypothetical protein YPTS_0331
YPTS_0332	367251	369251	367251	369209	39	acetyl-CoA synthetase
YPTS_0333	370061	371380	370064	371380	1	glutamate/aspartate:proton symporter
YPTS_0359	394230	395414	394233	395414	1	cystathionine beta-lyase
YPTS_0363	398185	399231	398185	399222	12	hemin-degrading family protein
YPTS_0366	401779	402462	401779	402429	1	NmrA family protein
YPTS_0369	404677	405513	404677	405477	15	methylenetetrahydrofolate reductase
YPTS_0372	407636	408772	407636	408715	9	hypothetical protein YPTS_0372
YPTS_0373	408708	409565	408708	409520	3	hypothetical protein YPTS_0373
YPTS_0374	409513	410685	409513	410649	3	hypothetical protein YPTS_0374
YPTS_0375	410661	411761	410661	411722	2	hypothetical protein YPTS_0375
YPTS_0376	411959	412591	411998	412591	17	stress protein
YPTS_0377	412576	413775	412591	413775	11	stress protein
YPTS_0378	413712	414263	413808	414263	7	tellurite resistance TerB
YPTS_0379	414279	415322	414285	415322	2	integral membrane protein TerC
YPTS_0380	415362	415964	415386	415964	18	stress protein
YPTS_0381	416085	416723	416148	416723	15	stress protein
YPTS_0384	420730	421518	420775	421518	1	putative periplasmic chaperone protein
YPTS_0389	432312	432878	432354	432878	2	chorismate pyruvate lyase
YPTS_0391	434091	436721	434091	436586	19	glycerol-3-phosphate acyltransferase
YPTS_0393	437165	437818	437210	437818	4	LexA repressor
YPTS_0394	438013	438540	438013	438525	5	zinc uptake transcriptional repressor
YPTS_0395	438777	439814	438777	439814	4	tRNA-dihydrouridine synthase A
YPTS_0397	440893	441954	440893	441876	12	quinone oxidoreductase, NADPH-dependent
YPTS_0398	442196	443614	442259	443614	2	replicative DNA helicase
YPTS_0399	443708	444790	443711	444790	2	alanine racemase
YPTS_0400	444964	446169	444976	446169	11	aromatic amino acid aminotransferase
YPTS_0401	446675	447055	446696	447055	1	hypothetical protein YPTS_0401
YPTS_0402	447148	449991	447148	449991	8	excinuclease ABC subunit A
YPTS_0403	450649	451245	450697	451245	7	single-stranded DNA-binding protein
YPTS_0413	458955	460085	458955	459989	1	rhamnose-proton symporter
YPTS_0416	460869	461297	460869	461294	8	hypothetical protein YPTS_0416
YPTS_0421	464930	465553	464930	465505	4	putative transcriptional regulator
YPTS_0422	465907	467940	465925	467940	1	putative oxidoreductase Fe-S binding subunit
YPTS_0424	468540	470690	468543	470690	1	formate dehydrogenase, alpha subunit
YPTS_0425	470752	472551	470752	472539	2	thiol:disulfide interchange protein precursor
YPTS_0426	472515	472898	472515	472874	4	divalent-cation tolerance protein CutA
YPTS_0427	473059	474474	473059	474360	2	anaerobic C4-dicarboxylate transporter
YPTS_0428	474480	475955	474480	475916	38	aspartate ammonia-lyase
YPTS_0429	476340	476942	476340	476942	3	FxsA
YPTS_0430	477164	477490	477197	477490	13	co-chaperonin GroES
YPTS_0431	477504	479183	477537	479183	193	chaperonin GroEL
YPTS_0432	479642	480205	479807	480205	3	hypothetical protein YPTS_0432
YPTS_0433	480490	481521	480490	481494	5	lysine 2,3-aminomutase YodO family protein
YPTS_0434	481488	482120	481554	482120	5	elongation factor P
YPTS_0437	483219	483638	483219	483611	1	fumarate reductase subunit C
YPTS_0438	483628	484380	483628	484362	14	fumarate reductase iron-sulfur subunit
YPTS_0439	484355	486238	484355	486178	30	fumarate reductase flavoprotein subunit
YPTS_0440	486570	487613	486636	487613	5	lysyl-tRNA synthetase
YPTS_0441	487858	491229	487858	491199	4	hypothetical protein YPTS_0441
YPTS_0442	491241	492143	491241	492122	5	phosphatidylserine decarboxylase
YPTS_0443	492447	493505	492447	493499	8	ribosome-associated GTPase
YPTS_0444	493549	494244	493699	494244	2	oligoribonuclease
YPTS_0447	495500	496804	495500	496639	1	iron-sulfur cluster binding protein
YPTS_0448	496713	498248	496734	498248	3	hypothetical protein YPTS_0448
YPTS_0449	498241	498729	498259	498729	5	putative ATPase
YPTS_0450	498713	500650	498737	500650	7	cell wall hydrolase/autolysin
YPTS_0451	500651	502573	500666	502573	5	DNA mismatch repair protein
YPTS_0452	502563	503507	502566	503507	5	tRNA delta(2)-isopentenylpyrophosphate transferase
YPTS_0453	503612	503929	503624	503929	6	RNA-binding protein Hfq
YPTS_0455	504016	505314	504028	505314	13	putative GTPase HflX
YPTS_0456	505552	506817	505555	506817	18	FtsH protease regulator HflK
YPTS_0457	506818	507825	506821	507825	27	FtsH protease regulator HflC
YPTS_0459	508264	509595	508297	509595	30	adenylosuccinate synthetase
YPTS_0460	509900	510409	509945	510409	1	transcriptional repressor NsrR
YPTS_0461	510620	513184	510650	513184	33	exoribonuclease R
YPTS_0462	513267	514043	513303	514043	9	23S rRNA (guanosine-2'-O-)-methyltransferase
YPTS_0466	516729	517493	516744	517493	2	esterase
YPTS_0468	517857	518252	517860	518252	26	30S ribosomal protein S6
YPTS_0470	518565	518810	518583	518810	5	30S ribosomal protein S18
YPTS_0471	518838	519302	518850	519302	20	50S ribosomal protein L9
YPTS_0472	519368	519835	519368	519823	1	hypothetical protein YPTS_0472
YPTS_0473	519963	520742	519963	520703	2	opacity-associated protein A
YPTS_0474	521031	521672	521052	521672	12	peptidyl-prolyl cis-trans isomerase
YPTS_0476	522564	524546	522564	524522	2	bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase periplasmic precursor protein
YPTS_0477	524971	525726	524986	525726	7	adenosine-3'(2'),5'-bisphosphate nucleotidase
YPTS_0478	525729	526397	525729	526292	4	hypothetical protein YPTS_0478
YPTS_0480	526948	528282	526948	528279	4	hypothetical protein YPTS_0480
YPTS_0481	528557	529225	528557	529195	2	methionine sulfoxide reductase A
YPTS_0482	529458	531206	529470	531206	6	surface antigen (D15)
YPTS_0483	531200	535141	531203	535141	13	hypothetical protein YPTS_0483
YPTS_0484	535135	535500	535144	535500	3	AIG2 family protein
YPTS_0485	535618	536157	535618	536145	14	inorganic pyrophosphatase
YPTS_0486	536345	537526	536345	537463	16	fructose-1,6-bisphosphatase
YPTS_0487	537517	538914	537529	538914	6	UDP-N-acetylmuramate
YPTS_0489	539862	540335	539862	540332	2	arginine repressor
YPTS_0490	540772	541734	540796	541734	49	malate dehydrogenase
YPTS_0493	543071	544066	543071	544042	10	octaprenyl diphosphate synthase
YPTS_0494	544245	544613	544302	544613	8	50S ribosomal protein L21
YPTS_0495	544633	544890	544633	544890	4	50S ribosomal protein L27
YPTS_0497	545965	547137	545965	547137	15	GTPase ObgE
YPTS_0499	548296	548967	548296	548958	1	DNA-binding transcriptional regulator BasR
YPTS_0500	548964	550448	548964	550412	2	D-alanyl-D-alanine carboxypeptidase/endopeptidase
YPTS_0501	550667	551146	550670	551146	9	transcription elongation factor GreA
YPTS_0502	551274	551579	551274	551567	4	hypothetical protein YPTS_0502
YPTS_0503	551702	552343	551714	552343	2	23S rRNA methyltransferase J
YPTS_0504	552376	554334	552400	554334	40	ATP-dependent metalloprotease
YPTS_0505	554433	555287	554454	555287	2	dihydropteroate synthase
YPTS_0506	555294	556637	555297	556637	21	phosphoglucosamine mutase
YPTS_0507	556836	557195	556860	557195	3	preprotein translocase subunit SecG
YPTS_0508	557676	558179	557727	558179	2	hypothetical protein YPTS_0508
YPTS_0509	558180	559688	558201	559688	29	transcription elongation factor NusA
YPTS_0510	559692	562391	559713	562391	60	translation initiation factor IF-2
YPTS_0511	562343	562867	562457	562867	7	ribosome-binding factor A
YPTS_0512	562855	563841	562867	563841	8	tRNA pseudouridine synthase B
YPTS_0513	563918	564232	563963	564232	10	30S ribosomal protein S15
YPTS_0514	564397	566610	564496	566610	46	polynucleotide phosphorylase/polyadenylase
YPTS_0515	566732	567619	566735	567619	6	lipoprotein NlpI
YPTS_0516	567746	569800	567806	569800	31	ATP-dependent RNA helicase DeaD
YPTS_0520	570994	572130	570994	572049	2	hypothetical protein YPTS_0520
YPTS_0525	579285	580301	579285	580280	3	peptidase U32
YPTS_0527	581054	581614	581111	581614	4	GCN5-related N-acetyltransferase
YPTS_0530	584346	585590	584346	585569	1	hypothetical protein YPTS_0530
YPTS_0536	591561	592052	591609	592052	1	hypothetical protein YPTS_0536
YPTS_0537	592123	592842	592204	592842	1	hypothetical protein YPTS_0537
YPTS_0549	601452	601958	601452	601766	1	anaerobic ribonucleoside-triphosphate reductase activating protein
YPTS_0550	602093	604261	602093	604231	15	anaerobic ribonucleoside triphosphate reductase
YPTS_0551	604665	605399	604665	605381	2	ABC transporter related
YPTS_0555	608239	609891	608239	609807	20	extracellular solute-binding protein
YPTS_0556	610395	610904	610446	610904	3	hypothetical protein YPTS_0556
YPTS_0557	611167	612195	611167	612174	6	ornithine carbamoyltransferase subunit I
YPTS_0558	612361	612816	612385	612816	2	hypothetical protein YPTS_0558
YPTS_0560	613821	616730	613821	616718	44	valyl-tRNA synthetase
YPTS_0562	617331	618857	617331	618842	22	leucyl aminopeptidase
YPTS_0563	619074	620216	619122	620216	3	permease YjgP/YjgQ family protein
YPTS_0564	620186	621292	620216	621292	3	permease YjgP/YjgQ family protein
YPTS_0568	623196	626309	623196	626051	1	type III restriction protein res subunit
YPTS_0570	628224	628739	628224	628715	4	hypothetical protein YPTS_0570
YPTS_0571	629038	629352	629038	629328	2	autoinducer-2 (AI-2) modifying protein LsrG
YPTS_0572	629392	630273	629392	630267	17	aldolase
YPTS_0573	630323	631426	630323	631342	13	ABC transporter, perplasmic sugar binding protein
YPTS_0576	633434	635155	633434	635017	1	ABC transporter related
YPTS_0577	635317	636357	635362	636357	4	DeoR family transcriptional regulator
YPTS_0578	636474	638120	636528	638120	8	autoinducer-2 (AI-2) kinase
YPTS_0579	638412	639629	638436	639629	7	lipopolysaccharide heptosyltransferase III
YPTS_0580	639656	640903	639677	640903	1	O-antigen polymerase
YPTS_0587	647510	648643	647561	648643	6	RND family efflux transporter MFP subunit
YPTS_0588	648631	651729	648643	651729	4	acriflavin resistance protein
YPTS_0591	653222	654310	653225	654310	5	pectinesterase
YPTS_0592	654851	656035	654851	656005	1	diguanylate cyclase
YPTS_0594	657482	658558	657482	658525	7	16S ribosomal RNA m2G1207 methyltransferase
YPTS_0596	658963	659463	659020	659463	1	ribosomal-protein-alanine N-acetyltransferase
YPTS_0597	659602	661230	659641	661230	13	peptide chain release factor 3
YPTS_0598	661486	662172	661558	662172	15	periplasmic protein
YPTS_0603	666913	667764	666967	667764	2	deoxyribose-phosphate aldolase
YPTS_0604	667765	669207	667792	669207	2	thymidine phosphorylase
YPTS_0605	669273	670562	669339	670562	11	phosphopentomutase
YPTS_0606	670669	671406	670687	671406	9	purine nucleoside phosphorylase
YPTS_0608	672454	673437	672457	673437	7	phosphoserine phosphatase
YPTS_0609	673547	674938	673556	674938	4	DNA repair protein RadA
YPTS_0610	675076	676368	675097	676368	9	nicotinamide-nucleotide adenylyltransferase
YPTS_0611	676444	677655	676525	677655	2	filamentation induced by cAMP protein Fic
YPTS_0612	677816	679498	677816	679483	33	putative ABC transporter ATP-binding protein
YPTS_0613	679666	680196	679666	680172	1	OmpA/MotB domain-containing protein
YPTS_0615	681476	682198	681476	682099	1	hypothetical protein YPTS_0615
YPTS_0616	682474	685212	682474	685200	3	ATPase, P-type (transporting), HAD superfamily, subfamily IC
YPTS_0617	685734	687689	685770	687689	13	lytic murein transglycosylase
YPTS_0618	687924	688337	687945	688337	2	Trp operon repressor
YPTS_0619	688334	688894	688334	688876	2	NTPase
YPTS_0620	688974	689633	688986	689633	8	phosphoglycerate mutase
YPTS_0621	689630	690517	689630	690496	2	AraC family transcriptional regulator
YPTS_0623	690695	691189	690722	691189	5	hypothetical protein YPTS_0623
YPTS_0624	691363	692088	691363	692079	14	two-component response regulator
YPTS_0626	693102	695642	693183	695642	32	bifunctional aspartokinase I/homeserine dehydrogenase I
YPTS_0627	695579	696574	695645	696574	3	homoserine kinase
YPTS_0628	696575	697867	696578	697867	25	threonine synthase
YPTS_0629	698684	699469	698684	699460	8	hypothetical protein YPTS_0629
YPTS_0630	699846	700928	699975	700928	28	transaldolase B
YPTS_0631	701207	701803	701216	701803	7	molybdenum cofactor biosynthesis protein
YPTS_0635	707120	709030	707120	709030	92	molecular chaperone DnaK
YPTS_0636	709031	710281	709142	710281	13	chaperone protein DnaJ
YPTS_0637	710479	711708	710524	711708	1	Na+/H+ antiporter NhaA
YPTS_0639	712868	713152	712868	713131	16	30S ribosomal protein S20
YPTS_0640	713516	714484	713546	714484	3	bifunctional riboflavin kinase/FMN adenylyltransferase
YPTS_0641	714471	717332	714516	717332	35	isoleucyl-tRNA synthetase
YPTS_0643	717828	718367	717843	718367	4	peptidylprolyl isomerase FKBP-type
YPTS_0644	718117	719301	718348	719301	1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
YPTS_0646	719715	720590	719769	720590	7	dihydrodipicolinate reductase
YPTS_0647	721024	722238	721063	722238	18	carbamoyl phosphate synthase small subunit
YPTS_0648	722239	725487	722254	725487	58	carbamoyl phosphate synthase large subunit
YPTS_0652	728005	728535	728053	728535	4	dihydrofolate reductase
YPTS_0654	729928	730821	729928	730797	4	diadenosine tetraphosphatase
YPTS_0655	730814	731242	730814	731191	1	ApaG
YPTS_0656	731205	732032	731205	732023	11	dimethyladenosine transferase
YPTS_0657	732016	733029	732016	733011	3	4-hydroxythreonine-4-phosphate dehydrogenase
YPTS_0658	732995	734332	732995	734299	24	peptidyl-prolyl cis-trans isomerase SurA
YPTS_0659	734367	736769	734367	736619	19	organic solvent tolerance protein
YPTS_0660	736882	737727	736894	737727	2	Dna-J like membrane chaperone protein
YPTS_0661	738044	738676	738044	738664	1	pseudouridine synthase
