Locus_tag	ORF_start	ORF_stop	Gene_start	Gene_end	Peptide_count	Name_protein
YPDSF_4064	35338	36033	35383	36033	114	hypothetical protein YPDSF_4064
YPDSF_4151	36082	36345	36118	36345	20	hypothetical protein YPDSF_4151
YPDSF_3985	37627	37917	37630	37917	3	Yop regulator
YPDSF_3986	37898	38893	37919	38893	25	V antigen, antihost protein/regulator
YPDSF_3987	38884	39402	38896	39402	7	yopB/yopD chaperone
YPDSF_0032	38975	39658	38975	39598	32	superoxide dismutase
YPDSF_3988	39365	40585	39380	40585	15	Yop targeting protein
YPDSF_0033	40034	40909	40034	40858	2	formate dehydrogenase accessory protein
YPDSF_4070	40525	41697	40525	41667	4	ribonucleotide-diphosphate reductase subunit beta
YPDSF_3989	40592	41524	40604	41524	26	Yop negative regulation/targeting component
YPDSF_0034	41022	41642	41055	41642	2	twin-arginine translocation pathway signal
YPDSF_0035	41643	44102	41691	44102	4	hypothetical protein YPDSF_0035
YPDSF_0036	44103	45086	44115	45086	1	formate dehydrogenase-O, iron-sulfur subunit
YPDSF_0038	45721	46686	45757	46686	9	formate dehydrogenase accessory protein FdhE
YPDSF_0039	46864	48258	46870	48258	5	selenocysteine synthase
YPDSF_4074	47632	48735	47632	48717	1	exonuclease subunit 1
YPDSF_0040	48228	50207	48255	50207	4	selenocysteinyl-tRNA-specific translation factor
YPDSF_4075	49121	50155	49133	50155	31	periplasmic protein
YPDSF_4077	51909	52988	51924	52988	1	replication protein A
YPDSF_4008	53724	54983	53775	54983	14	plasmid-partitioning protein SopA
YPDSF_4009	54962	55945	54980	55945	6	plasmid-partitioning protein
YPDSF_4011	57085	57360	57118	57360	6	hypothetical protein YPDSF_4011
YPDSF_0048	57176	57943	57176	57934	8	DNA-binding transcriptional repressor GlpR
YPDSF_4012	57344	57652	57353	57652	8	hypothetical protein YPDSF_4012
YPDSF_4013	57792	58457	57792	58451	10	outer membrane virulence protein
YPDSF_4014	58612	59037	58645	59037	6	yopE chaperone
YPDSF_0050	58823	59284	58823	59152	1	thiosulfate sulfurtransferase
YPDSF_0051	59527	62265	59527	62238	10	transcriptional regulator MalT
YPDSF_4089	61173	61745	61182	61745	6	hypothetical protein YPDSF_4089
YPDSF_4018	61782	62219	61794	62219	9	yopH targeting protein
YPDSF_0052	62445	64961	62556	64961	46	glycogen/starch/alpha-glucan phosphorylase
YPDSF_4021	64517	65170	64517	65068	3	resolvase
YPDSF_0053	64962	67070	64974	67070	20	4-alpha-glucanotransferase
YPDSF_0054	67399	67983	67399	67974	7	putative DNA uptake protein
YPDSF_4024	68679	69833	68913	69833	7	hypothetical protein YPDSF_4024
YPDSF_0056	68771	69598	68801	69598	4	biotin biosynthesis protein
YPDSF_0057	69711	70037	69768	70037	7	hypothetical protein YPDSF_0057
YPDSF_4096	70164	70589	70203	70589	9	hypothetical protein YPDSF_4096
YPDSF_0058	70175	70456	70175	70432	2	hypothetical protein YPDSF_0058
YPDSF_0059	70468	72834	70468	72783	8	ferrous iron transport protein B
YPDSF_4154	72445	72960	72445	72957	4	F1 capsule antigen
YPDSF_0060	72875	73153	72875	73102	2	ferrous iron transport protein A
YPDSF_0061	73626	76022	73626	76001	27	hypothetical protein YPDSF_0061
YPDSF_4098	75564	76391	75564	76340	1	F1 chaperone protein
YPDSF_0063	77144	77905	77186	77905	18	osmolarity response regulator
YPDSF_0064	77899	79254	77902	79254	1	osmolarity sensor protein
YPDSF_0065	79409	81046	79409	81028	46	phosphoenolpyruvate carboxykinase
YPDSF_0066	81225	82115	81225	82106	6	Hsp33-like chaperonin
YPDSF_0067	82269	82694	82269	82676	1	heat shock protein 15
YPDSF_0068	82705	83463	82705	83385	4	hypothetical protein YPDSF_0068
YPDSF_0069	83529	85751	83529	85676	2	membrane protein
YPDSF_0070	86251	86808	86263	86808	4	ADP-ribose diphosphatase NudE
YPDSF_0071	86944	89532	86944	89499	23	peptidoglycan synthetase
YPDSF_0076	92091	92489	92091	92480	1	hypothetical protein YPDSF_0076
YPDSF_0078	93934	94509	93988	94509	13	shikimate kinase I
YPDSF_0079	94542	95654	94566	95654	8	3-dehydroquinate synthase
YPDSF_0080	95908	96897	95908	96897	17	hypothetical protein YPDSF_0080
YPDSF_0081	96969	97796	96981	97796	2	DNA adenine methylase
YPDSF_0082	98072	98776	98099	98776	17	ribulose-phosphate 3-epimerase
YPDSF_4117	98524	99084	98524	99063	1	conjugal transfer protein TraV
YPDSF_0083	98733	99467	98769	99467	3	phosphoglycolate phosphatase
YPDSF_4118	99085	100530	99085	100479	1	conjugal transfer pilus assembly protein TraB
YPDSF_0084	99451	100509	99469	100509	20	tryptophanyl-tRNA synthetase
YPDSF_4119	100466	101230	100466	101209	1	conjugal transfer protein TraK
YPDSF_0085	100628	102085	100628	102049	1	siroheme synthase
YPDSF_4122	102233	102640	102233	102583	2	conjugal transfer pilin subunit TraA
YPDSF_0089	106217	107611	106313	107611	5	cytosine deaminase
YPDSF_0091	109357	111426	109366	111426	3	membrane receptor protein
YPDSF_0092	111539	112537	111539	112525	3	LacI family transcriptional regulator
YPDSF_4127	112173	112958	112239	112958	1	conjugal transfer fertility inhibition protein FinO
YPDSF_4128	112921	113742	112951	113742	2	hypothetical protein YPDSF_4128
YPDSF_0095	114548	115165	114596	115165	10	peptidyl-prolyl cis-trans isomerase A (rotamase A)
YPDSF_4130	114842	115717	114854	115717	1	replication protein
YPDSF_0096	115440	117032	115491	117032	13	hypothetical protein YPDSF_0096
YPDSF_0098	117959	119200	117983	119200	5	bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein
YPDSF_0099	119426	121561	119426	121546	22	hypothetical protein YPDSF_0099
YPDSF_4134	120022	121788	120022	121785	79	toxin
YPDSF_0100	121632	122270	121632	122264	15	cAMP-regulatory protein
YPDSF_4137	123388	124401	123388	124329	7	hypothetical protein YPDSF_4137
YPDSF_0103	123688	124653	123688	124557	5	phosphoribulokinase 1
YPDSF_4138	124395	125018	124395	125015	1	resolvase
YPDSF_0104	124706	125047	124706	124942	1	hypothetical protein YPDSF_0104
YPDSF_0105	124939	125955	124939	125919	5	putative hydrolase
YPDSF_4139	125541	125792	125541	125768	1	hypothetical protein YPDSF_4139
YPDSF_4140	125974	127275	126070	127275	6	partitioning protein A
YPDSF_4141	127251	128243	127272	128243	4	partitioning protein B
YPDSF_4142	128622	130019	128628	130019	10	DNA-binding protein
YPDSF_4159	130181	130525	130181	130489	2	hypothetical protein YPDSF_4159
YPDSF_0114	132570	134516	132570	134492	11	putative ABC transporter ATP-binding protein
YPDSF_0117	137104	137340	137119	137340	1	hypothetical protein YPDSF_0117
YPDSF_0118	137372	138022	137435	138022	11	FKBP-type peptidyl-prolyl cis-trans isomerase
YPDSF_0119	138243	138515	138243	138461	2	hypothetical protein YPDSF_0119
YPDSF_0120	138734	139576	138776	139576	33	FKBP-type peptidyl-prolyl cis-trans isomerase
YPDSF_0121	139815	140552	139830	140552	7	DNA-binding protein
YPDSF_0125	141697	142131	141757	142131	6	30S ribosomal protein S12
YPDSF_0126	142213	142698	142228	142698	36	30S ribosomal protein S7
YPDSF_0127	142783	144900	142792	144900	93	elongation factor G
YPDSF_0128	144943	146157	144973	146157	71	elongation factor Tu
YPDSF_0131	147204	147752	147279	147752	5	bacterioferritin
YPDSF_0132	148130	148477	148166	148477	16	30S ribosomal protein S10
YPDSF_0133	148498	149139	148510	149139	23	50S ribosomal protein L3
YPDSF_0134	149120	149761	149156	149761	39	50S ribosomal protein L4
YPDSF_0135	149746	150060	149758	150060	7	50S ribosomal protein L23
YPDSF_0136	150074	150901	150077	150901	44	50S ribosomal protein L2
YPDSF_0137	150913	151194	150916	151194	16	30S ribosomal protein S19
YPDSF_0138	151200	151541	151209	151541	18	50S ribosomal protein L22
YPDSF_0139	151451	152257	151559	152257	28	30S ribosomal protein S3
YPDSF_0140	152258	152680	152270	152680	14	50S ribosomal protein L16
YPDSF_0141	152668	152871	152680	152871	12	50S ribosomal protein L29
YPDSF_0142	152856	153125	152871	153125	4	30S ribosomal protein S17
YPDSF_0143	153294	153677	153306	153677	21	50S ribosomal protein L14
YPDSF_0144	153646	154002	153688	154002	14	50S ribosomal protein L24
YPDSF_0145	153987	154556	154017	154556	36	50S ribosomal protein L5
YPDSF_0146	154327	154875	154570	154875	8	30S ribosomal protein S14
YPDSF_0147	154903	155301	154909	155301	18	30S ribosomal protein S8
YPDSF_0148	155232	155849	155316	155849	17	50S ribosomal protein L6
YPDSF_0149	155850	156212	155859	156212	6	50S ribosomal protein L18
YPDSF_0150	156218	156730	156227	156730	50	30S ribosomal protein S5
YPDSF_0151	156913	157350	156916	157350	14	50S ribosomal protein L15
YPDSF_0152	157355	158689	157358	158689	9	preprotein translocase subunit SecY
YPDSF_0153	158978	159343	158987	159343	14	30S ribosomal protein S13
YPDSF_0154	159357	159749	159360	159749	13	30S ribosomal protein S11
YPDSF_0155	159762	160400	159780	160400	28	30S ribosomal protein S4
YPDSF_0156	160408	161415	160426	161415	32	DNA-directed RNA polymerase subunit alpha
YPDSF_0157	161432	161845	161456	161845	11	50S ribosomal protein L17
YPDSF_0160	163115	163567	163115	163528	1	large-conductance mechanosensitive channel
YPDSF_0161	163667	165067	163667	165043	7	potassium transporter peripheral membrane component
YPDSF_0162	165099	166481	165099	166388	4	16S rRNA methyltransferase B
YPDSF_0163	166482	167453	166482	167429	7	methionyl-tRNA formyltransferase
YPDSF_0164	167454	167972	167454	167966	7	peptide deformylase
YPDSF_0167	169675	170247	169687	170247	1	DNA-binding protein
YPDSF_0168	170234	170821	170249	170821	1	putative ribosome maturation factor
YPDSF_0169	170803	171651	170830	171651	5	shikimate 5-dehydrogenase
YPDSF_0170	171706	172260	171706	172248	2	hypothetical protein YPDSF_0170
YPDSF_0171	178947	179915	178986	179915	1	homoserine O-succinyltransferase
YPDSF_0173	180285	181934	180336	181934	23	malate synthase
YPDSF_0174	181963	183288	181981	183288	19	isocitrate lyase
YPDSF_0176	185391	186236	185391	186233	4	transcriptional repressor IclR
YPDSF_0177	186433	190143	186448	190143	6	B12-dependent methionine synthase
YPDSF_0181	197473	198858	197473	198858	2	aspartate kinase III
YPDSF_0182	199216	200874	199228	200874	37	glucose-6-phosphate isomerase
YPDSF_0185	202463	204103	202463	204040	2	maltose transporter membrane protein
YPDSF_0186	204227	205450	204227	205438	28	maltose ABC transporter periplasmic protein
YPDSF_0188	206263	207375	206266	207375	6	maltose/maltodextrin transporter ATP-binding protein
YPDSF_0189	207272	208717	207446	208717	2	maltoporin
YPDSF_0190	208934	209869	208958	209869	4	maltose regulon periplasmic protein
YPDSF_0192	210770	211321	210770	211288	11	hypothetical protein YPDSF_0192
YPDSF_0193	211794	212309	211812	212309	6	hypothetical protein YPDSF_0193
YPDSF_0194	212362	213858	212377	213858	18	hypothetical protein YPDSF_0194
YPDSF_0198	216260	217021	216260	216565	2	insertion element IS1661 DNA-binding protein
YPDSF_0199	216691	217569	216826	217569	1	hypothetical protein YPDSF_0199
YPDSF_0201	218717	220063	218747	220063	8	hypothetical protein YPDSF_0201
YPDSF_0202	220057	220608	220063	220608	1	lipoprotein
YPDSF_0203	220548	221957	220611	221957	7	hypothetical protein YPDSF_0203
YPDSF_0204	221921	222724	221957	222724	1	membrane protein
YPDSF_0205	222720	225329	222735	225329	19	Clp ATPase
YPDSF_0207	226096	226806	226120	226806	1	hypothetical protein YPDSF_0207
YPDSF_0208	226791	228200	226812	228200	2	hypothetical protein YPDSF_0208
YPDSF_0209	228229	231765	228232	231765	8	hypothetical protein YPDSF_0209
YPDSF_0212	233203	235614	233224	235614	1	Rhs accessory genetic element
YPDSF_0218	241443	241949	241443	241850	2	transcriptional regulatory protein
YPDSF_0220	242190	244409	242211	244409	1	Rhs accessory genetic element
YPDSF_0221	244397	244834	244412	244834	3	hypothetical protein YPDSF_0221
YPDSF_0224	250567	251487	250567	251466	3	hypothetical protein YPDSF_0224
YPDSF_0226	252737	253729	252851	253729	3	AraC family transcription regulator
YPDSF_0227	253891	254505	253891	254394	2	carbohydrate transport protein
YPDSF_0228	254400	255356	254400	255329	1	carbohydrate kinase
YPDSF_0232	258397	259557	258409	259557	1	alkanesulfonate monooxygenase
YPDSF_0236	262433	263806	262451	263806	3	xanthine/uracil permease
YPDSF_0237	264119	265804	264155	265804	3	putative Na(+)/H(+) exchanger protein
YPDSF_0238	266022	267326	266022	267209	3	hypothetical protein YPDSF_0238
YPDSF_0240	268998	270077	269088	270077	22	periplasmic binding protein
YPDSF_0241	270248	271777	270281	271777	1	ABC transporter ATP binding protein
YPDSF_0244	273715	275370	273733	275370	11	carbohydrate kinase
YPDSF_0246	276162	277019	276162	277016	14	putative glutathione S-transferase YghU
YPDSF_0253	282158	282640	282158	282625	7	outer membrane lipoprotein
YPDSF_0255	283969	284868	283978	284868	10	2-hydroxy-3-oxopropionate reductase
YPDSF_0256	285004	285441	285046	285441	1	gamma carboxymuconolactone decarboxylase
YPDSF_0258	286968	287711	287049	287711	2	GntR family transcriptional regulatory protein
YPDSF_0259	287750	288253	287777	288253	2	hypothetical protein YPDSF_0259
YPDSF_0260	289007	289327	289007	289303	7	DNA-binding protein Fis
YPDSF_0261	289328	290428	289328	290293	3	tRNA-dihydrouridine synthase B
YPDSF_0262	290859	291815	290859	291773	2	ribosomal protein L11 methyltransferase
YPDSF_0265	294860	296251	294860	296209	27	acetyl-CoA carboxylase biotin carboxylase subunit
YPDSF_0266	296221	296763	296221	296730	3	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
YPDSF_0267	296843	297346	296843	297295	3	3-dehydroquinate dehydratase
YPDSF_0269	298178	299464	298178	299260	10	putative sulfite oxidase subunit YedY
YPDSF_0270	299483	300490	299483	300460	6	zinc-binding dehydrogenase
YPDSF_0271	300858	302774	300861	302774	2	regulatory protein CsrD
YPDSF_0272	303060	304154	303111	304154	18	rod shape-determining protein MreB
YPDSF_0273	304355	305353	304358	305353	6	rod shape-determining protein MreC
YPDSF_0275	305804	306445	305846	306445	4	Maf-like protein
YPDSF_0276	306426	307904	306435	307904	12	ribonuclease G
YPDSF_0277	307986	311921	307998	311921	3	hypothetical protein YPDSF_0277
YPDSF_0278	311912	312787	311918	312787	28	carbon-nitrogen hydrolase
YPDSF_0279	312784	314244	312799	314244	12	protease TldD
YPDSF_0280	314447	317329	314447	317305	1	insecticidal toxin
YPDSF_0286	326124	329771	326124	329717	3	toxin subunit
YPDSF_0287	329758	332262	329758	332259	2	insecticidal toxin
YPDSF_0294	338173	339339	338206	339339	10	hypothetical protein YPDSF_0294
YPDSF_0297	340305	340628	340347	340628	2	ribonuclease inhibitor
YPDSF_0298	340740	341390	340740	341288	11	hypothetical protein YPDSF_0298
YPDSF_0299	341403	342809	341469	342809	11	peptidase PmbA
YPDSF_0300	343049	343702	343094	343702	1	hypothetical protein YPDSF_0300
YPDSF_0301	343883	344296	343910	344296	3	cytochrome
YPDSF_0302	344520	344996	344520	344930	2	nucleoside diphosphate kinase regulator
YPDSF_0303	345283	346959	345283	346950	9	trehalose-6-phosphate hydrolase
YPDSF_0304	347045	348529	347045	348460	8	trehalose(maltose)-specific PTS system components IIBC
YPDSF_0305	348871	349857	348871	349824	1	trehalose repressor
YPDSF_0306	350058	350555	350058	350534	14	hypothetical protein YPDSF_0306
YPDSF_0307	350833	351339	350833	351219	16	hypothetical protein YPDSF_0307
YPDSF_0308	351357	351893	351357	351824	7	aspartate carbamoyltransferase regulatory subunit
YPDSF_0309	351833	352804	351833	352768	25	aspartate carbamoyltransferase catalytic subunit
YPDSF_0310	353106	353381	353106	353378	1	phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr)
YPDSF_0311	353375	354361	353375	354229	14	hypothetical protein YPDSF_0311
YPDSF_0312	354535	355029	354535	355017	6	PTS IIA-like nitrogen-regulatory protein PtsN
YPDSF_0315	355446	356888	355446	356879	4	RNA polymerase factor sigma-54
YPDSF_0316	356941	357672	356941	357666	10	putative ABC transporter ATP-binding protein YhbG
YPDSF_0317	357673	358239	357673	358218	14	lipopolysaccharide transport periplasmic protein LptA
YPDSF_0318	358202	358816	358202	358765	1	hypothetical protein YPDSF_0318
YPDSF_0320	359434	360513	359434	360507	7	D-arabinose 5-phosphate isomerase
YPDSF_0322	361764	362588	361770	362588	8	putative ABC transporter ATP-binding protein YrbF
YPDSF_0323	362770	363588	362806	363588	1	hypothetical protein YPDSF_0323
YPDSF_0324	363575	364150	363593	364150	6	hypothetical protein YPDSF_0324
YPDSF_0325	364163	364786	364163	364786	8	hypothetical protein YPDSF_0325
YPDSF_0326	364813	365124	364822	365124	4	anti-sigma B factor antagonist
YPDSF_0327	365256	365525	365262	365525	1	BolA-like protein
YPDSF_0328	365658	366941	365679	366941	13	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
YPDSF_0329	367122	368324	367122	368273	2	serine endoprotease
YPDSF_0331	369011	370405	369011	370384	32	protease
YPDSF_0332	370655	371116	370655	371059	8	cytochrome d ubiquinol oxidase subunit III
YPDSF_0334	372708	373151	372723	373151	24	50S ribosomal protein L13
YPDSF_0335	373109	373558	373166	373558	15	30S ribosomal protein S9
YPDSF_0336	373914	374573	373932	374573	25	stringent starvation protein A
YPDSF_0337	374549	375094	374579	375094	6	ClpXP protease specificity-enhancing factor
YPDSF_0338	375247	375738	375247	375732	5	hypothetical protein YPDSF_0338
YPDSF_0339	376173	377600	376173	377591	6	glutamate synthase subunit beta
YPDSF_0340	377601	382256	377601	382058	16	glutamate synthase subunit alpha
YPDSF_0342	384050	386404	384068	386404	13	aerobic respiration control sensor protein ArcB
YPDSF_0346	388227	388847	388227	388802	15	hypothetical protein YPDSF_0346
YPDSF_0347	388813	389409	388813	389403	4	DnaA initiator-associating protein DiaA
YPDSF_0349	390111	392180	390111	392180	15	hypothetical protein YPDSF_0349
YPDSF_0350	392126	393046	392147	393046	9	putative tetrapyrrole methylase
YPDSF_0352	394937	395842	394949	395842	1	LysR family transcriptional regulator
YPDSF_0353	395973	397010	395973	396959	2	hypothetical protein YPDSF_0353
YPDSF_0357	398423	398779	398423	398728	17	hypothetical protein YPDSF_0357
YPDSF_0359	398883	399374	398883	399263	3	hypothetical protein YPDSF_0359
YPDSF_0363	401633	402520	401633	402427	4	DNA-binding transcriptional repressor ExuR
YPDSF_0366	404685	406148	404739	406148	2	glucuronate isomerase
YPDSF_0367	406341	407798	406347	407798	5	altronate oxidoreductase
YPDSF_0368	407773	409299	407809	409299	1	altronate hydrolase
YPDSF_0371	410759	412120	410759	412078	1	serine/threonine transporter SstT
YPDSF_0372	412550	413647	412550	413545	5	MocA family oxidoreductase
YPDSF_0373	413763	414311	413763	414272	1	hypothetical protein YPDSF_0373
YPDSF_0375	417943	419160	417973	419160	12	methyltransferase
YPDSF_0376	419276	421327	419276	421297	3	2,4-dienoyl-CoA reductase
YPDSF_0379	424001	425761	424001	425734	2	hypothetical protein YPDSF_0379
YPDSF_0382	426875	427576	426875	427576	1	hypothetical protein YPDSF_0382
YPDSF_0383	427515	428165	427515	428156	1	tellurium resistance protein
YPDSF_0384	428189	428827	428189	428827	6	tellurium resistance protein
YPDSF_0385	429500	431230	429542	431230	1	hemolysin activator protein
YPDSF_0386	431272	441162	431275	441162	9	adhesin
YPDSF_0391	443681	445969	443681	445966	1	putative autotransporter protein
YPDSF_0395	450026	453379	450026	453379	2	hypothetical protein YPDSF_0395
YPDSF_0396	453461	454474	453488	454474	3	LacI-family regulatory protein
YPDSF_0401	458057	460294	458111	460294	1	glycosyl hydrolase
YPDSF_0407	466092	467363	466131	467363	18	aminotransferase
YPDSF_0411	469387	470028	469402	470028	3	hypothetical protein YPDSF_0411
YPDSF_0412	470029	470424	470044	470424	2	translational inhibitor protein
YPDSF_0413	470697	471113	470709	471113	1	translational inhibitor protein
YPDSF_0414	471328	471687	471328	471630	1	hypothetical protein YPDSF_0414
YPDSF_0419	476026	476313	476110	476313	1	hypothetical protein YPDSF_0419
YPDSF_0423	479035	479556	479086	479556	3	hypothetical protein YPDSF_0423
YPDSF_0427	481179	483065	481179	483005	29	RNA polymerase sigma factor RpoD
YPDSF_0428	483163	484917	483163	484911	3	DNA primase
YPDSF_0429	485047	485274	485047	485262	9	30S ribosomal protein S21
YPDSF_0430	485653	486681	485668	486681	5	putative DNA-binding/iron metalloprotein/AP endonuclease
YPDSF_0431	486798	487568	486798	487448	1	putative glycerol-3-phosphate acyltransferase PlsY
YPDSF_0432	487481	487915	487556	487915	1	bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase
YPDSF_0434	489243	490514	489243	490481	3	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase
YPDSF_0435	490641	491309	490641	491264	9	putative signal transduction protein
YPDSF_0436	491547	492875	491568	492875	12	hypothetical protein YPDSF_0436
YPDSF_0437	492923	495901	493046	495901	14	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase
YPDSF_0438	496012	497466	496036	497466	17	bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
YPDSF_0440	499078	499368	499078	499359	3	hypothetical protein YPDSF_0440
YPDSF_0441	499916	500581	499928	500581	13	3,4-dihydroxy-2-butanone 4-phosphate synthase
YPDSF_0443	501966	503129	501966	503126	1	hypothetical protein YPDSF_0443
YPDSF_0444	503136	503825	503136	503822	1	hypothetical protein YPDSF_0444
YPDSF_0445	504123	505583	504123	505520	24	outer membrane channel protein
YPDSF_0446	505904	506548	505916	506548	5	ADP-ribose pyrophosphatase NudF
YPDSF_0448	506956	507915	507016	507915	4	cyclic 3',5'-adenosine monophosphate phosphodiesterase
YPDSF_0449	507894	508496	507915	508496	6	esterase YqiA
YPDSF_0450	508580	510493	508598	510493	7	DNA topoisomerase IV subunit B
YPDSF_0452	511466	512122	511466	512050	3	modulator of drug activity
YPDSF_0454	512351	514627	512354	514627	12	DNA topoisomerase IV subunit A
YPDSF_0455	514907	515647	514916	515647	6	acyltransferase
YPDSF_0457	515730	517250	515826	517250	8	repressor protein for FtsI
YPDSF_0458	517492	519105	517558	519105	1	hypothetical protein YPDSF_0458
YPDSF_0460	519924	520772	519924	520757	12	2,5-diketo-D-gluconate reductase A
YPDSF_0462	521176	522348	521176	522333	22	iron-containing alcohol dehydrogenase
YPDSF_0463	522680	523624	522731	523624	1	AraC family transcription regulator
YPDSF_0465	524571	525812	524571	525782	3	cystathionine beta-lyase
YPDSF_0466	526231	527298	526261	527298	5	MotA/TolQ/ExbB proton channel family protein
YPDSF_0467	527299	527733	527308	527733	2	biopolymer transport protein ExbD
YPDSF_0474	532892	534193	532892	534178	1	type II secretion protein
YPDSF_0481	539281	541761	539281	541761	1	outer membrane usher protein
YPDSF_0482	541773	542498	541779	542498	10	fimbrial chaperone protein
YPDSF_0486	545775	546770	545775	546770	2	hypothetical protein YPDSF_0486
YPDSF_0515	569886	571304	569943	571304	1	flagellar hook-associated protein FlgK
YPDSF_0524	581881	584106	581881	584061	1	ferric siderophore receptor
YPDSF_0531	591561	592421	591561	592394	1	hypothetical protein YPDSF_0531
YPDSF_0532	592771	594141	592771	594129	5	hypothetical protein YPDSF_0532
YPDSF_0534	595415	596080	595415	596065	2	N-acylhomoserine lactone synthase YspI
YPDSF_0554	619026	621389	619062	621389	6	ornithine decarboxylase
YPDSF_0555	621900	622904	621945	622904	3	sugar ABC transporter periplasmic binding protein
YPDSF_0558	625548	627827	625548	627692	2	hydroxamate-type ferrisiderophore receptor
YPDSF_0560	629084	630187	629084	630172	7	murein transglycosylase C
YPDSF_0561	630343	630636	630343	630615	12	hypothetical protein YPDSF_0561
YPDSF_0562	630793	632040	630793	631911	3	adenine DNA glycosylase
YPDSF_0563	632237	632965	632246	632965	2	tRNA (guanine-N(7)-)-methyltransferase
YPDSF_0564	632953	633291	632965	633291	1	hypothetical protein YPDSF_0564
YPDSF_0566	634356	634970	634440	634970	5	hypothetical protein YPDSF_0566
YPDSF_0567	634874	635173	634928	635173	3	hypothetical protein YPDSF_0567
YPDSF_0568	635660	645001	635669	645001	1	virulence determinant
YPDSF_0569	645191	646339	645191	646333	2	coproporphyrinogen III oxidase
YPDSF_0570	646314	647006	646314	646907	2	putative deoxyribonucleotide triphosphate pyrophosphatase
YPDSF_0572	647294	647863	647294	647848	2	membrane protein
YPDSF_0573	648136	648966	648136	648957	6	pyrroline-5-carboxylate reductase
YPDSF_0574	649090	649830	649090	649788	2	hypothetical protein YPDSF_0574
YPDSF_0576	651041	652159	651041	652156	7	agmatine deiminase
