locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
3575245	YP_001161410.1	145597335	57132	12309	11971	-	YPDSF_0011	YPDSF_0011	hypothetical protein (RefSeq)	COG5645	R	Predicted periplasmic lipoprotein					
3575246	YP_001161411.1	145597336	57132	12677	13090	+	YPDSF_0012	YPDSF_0012	heat shock protein IbpA (RefSeq)	COG71	O	Molecular chaperone (small heat shock protein)					
3575247	YP_001161412.1	145597337	57132	13371	13835	+	YPDSF_0013	YPDSF_0013	heat shock chaperone IbpB (RefSeq)	COG71	O	Molecular chaperone (small heat shock protein)					
3575248	YP_001161413.1	145597338	57132	14208	15866	+	YPDSF_0014	YPDSF_0014	hypothetical protein (RefSeq)	COG2985	R	Predicted permease	TIGR01625 AspT/YidE/YbjL antiporter duplication domain,TIGR01625 AspT/YidE/YbjL antiporter duplication domain	Transport and binding proteins:Unknown substrate	GO:0006813,GO:0008324		
3575249	YP_001161414.1	145597339	57132	17349	15979	-	YPDSF_0015	avtA	valine--pyruvate transaminase (RefSeq)	COG3977	E	Alanine-alpha-ketoisovalerate (or valine-pyruvate) aminotransferase			GO:0009058,GO:0009042,GO:0016769,GO:0030170	2.6.1.66	Valine--pyruvate transaminase.
3575250	YP_001161415.1	145597340	57132	20620	18557	-	YPDSF_0016	malS	periplasmic alpha-amylase precursor (RefSeq)	COG366	G	Glycosidases			GO:0005975,GO:0003824,GO:0004556,GO:0043169	3.2.1.1	Alpha-amylase.
3575251	YP_001161416.1	145597341	57132	21889	20909	-	YPDSF_0017	YPDSF_0017	D-isomer specific 2-hydroxyacid dehydrogenase (RefSeq)	COG1052	CHR	Lactate dehydrogenase and related dehydrogenases			GO:0008152,GO:0008873,GO:0016616,GO:0051287	1.1.1.215	Gluconate 2-dehydrogenase.
3575252	YP_001161417.1	145597342	57132	22408	23052	+	YPDSF_0018	YPDSF_0018	hypothetical protein (RefSeq)	COG2345	K	Predicted transcriptional regulator					
3575253	YP_001161418.1	145597343	57132	23842	23183	-	YPDSF_0019	YPDSF_0019	predicted outer membrane lipoprotein (RefSeq)	COG2885	M	Outer membrane protein and related peptidoglycan-associated (lipo)proteins			GO:0001539,GO:0016021,GO:0009279,GO:0009288,GO:0003774		
3575254	YP_001161419.1	145597344	57132	24655	24200	-	YPDSF_0020	YPDSF_0020	hypothetical protein (RefSeq)						GO:0008152,GO:0008080	2.3.1.-	
3575255	YP_001161420.1	145597345	57132	25224	24652	-	YPDSF_0021	YPDSF_0021	DNA-3-methyladenine glycosylase (RefSeq)	COG2818	L	3-methyladenine DNA glycosylase	TIGR00624 DNA-3-methyladenine glycosylase I [tag]	DNA metabolism:DNA replication, recombination, and repair	GO:0006284,GO:0008725	3.2.2.20	DNA-3-methyladenine glycosylase I.
3575256	YP_001161421.1	145597346	57132	25552	26466	+	YPDSF_0022	glyQ	glycyl-tRNA synthetase subunit alpha (RefSeq)	COG752	J	Glycyl-tRNA synthetase, alpha subunit	TIGR00388 glycine--tRNA ligase, alpha subunit [glyQ]	Protein synthesis:tRNA aminoacylation	GO:0006426,GO:0009345,GO:0004820,GO:0005524	6.1.1.14	Glycine--tRNA ligase.
3575257	YP_001161422.1	145597347	57132	26476	28545	+	YPDSF_0023	glyS	glycyl-tRNA synthetase subunit beta (RefSeq)	COG751	J	Glycyl-tRNA synthetase, beta subunit	TIGR00211 glycine--tRNA ligase, beta subunit [glyS]	Protein synthesis:tRNA aminoacylation	GO:0006426,GO:0006420,GO:0009345,GO:0004814,GO:0004820,GO:0005524	6.1.1.14	Glycine--tRNA ligase.
3575258	YP_001161423.1	145597348	57132	29018	29737	+	YPDSF_0024	YPDSF_0024	hypothetical protein (RefSeq)								
3575259	YP_001161424.1	145597349	57132	30387	32318	+	YPDSF_0025	YPDSF_0025	PTS system, mannitol-specific IIABC component (RefSeq)	COG2213	G	Phosphotransferase system, mannitol-specific IIBC component	TIGR00851 PTS system, mannitol-specific IIC component [mtlA]	Signal transduction:PTS	GO:0009401,GO:0016021,GO:0009357,GO:0005351,GO:0008982	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase.
3575260	YP_001161425.1	145597350	57132	32455	33618	+	YPDSF_0026	YPDSF_0026	mannitol-1-phosphate 5-dehydrogenase (RefSeq)	COG246	G	Mannitol-1-phosphate/altronate dehydrogenases			GO:0008152,GO:0008926,GO:0016491,GO:0050662	1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase.
3575261	YP_001161426.1	145597351	57132	33825	34379	+	YPDSF_0027	mtlR	mannitol repressor protein (RefSeq)	COG3722	K	Transcriptional regulator					
3575262	YP_001161427.1	145597352	57132	34628	34984	+	YPDSF_0028	YPDSF_0028	hypothetical protein (RefSeq)								
3575263	YP_001161428.1	145597353	57132	35629	35153	-	YPDSF_0029	YPDSF_0029	hypothetical protein (RefSeq)								
3575264	YP_001161429.1	145597354	57132	36492	36262	-	YPDSF_0030	YPDSF_0030	membrane protein (RefSeq)								
3575265	YP_001161430.1	145597355	57132	38631	36682	-	YPDSF_0031	YPDSF_0031	methyl-accepting chemotaxis protein II (RefSeq)	COG840	NT	Methyl-accepting chemotaxis protein			GO:0006935,GO:0007165,GO:0016020,GO:0004871		
3575266	YP_001161431.1	145597356	57132	39598	38975	-	YPDSF_0032	YPDSF_0032	superoxide dismutase (RefSeq)	COG605	P	Superoxide dismutase			GO:0006801,GO:0004785,GO:0016954,GO:0046872,GO:0008382,GO:0008383	1.15.1.1	Superoxide dismutase.
3575267	YP_001161432.1	145597357	57132	40858	40034	-	YPDSF_0033	YPDSF_0033	formate dehydrogenase accessory protein (RefSeq)	COG1526	C	Uncharacterized protein required for formate dehydrogenase activity	TIGR00129 formate dehydrogenase family accessory protein FdhD	Energy metabolism:Electron transport	GO:0006118,GO:0009326,GO:0008863		
3575268	YP_001161433.1	145597358	57132	41055	41642	+	YPDSF_0034	YPDSF_0034	Twin-arginine translocation pathway signal (RefSeq)						GO:0006118,GO:0009326,GO:0008863	1.2.1.2	Formate dehydrogenase.
3575269	YP_001161434.1	145597359	57132	41691	44102	+	YPDSF_0035	YPDSF_0035	hypothetical protein (RefSeq)				TIGR01553 formate dehydrogenase, alpha subunit	Energy metabolism:Electron transport	GO:0006118,GO:0045333,GO:0005737,GO:0009326,GO:0030151,GO:0008863	1.2.1.2	Formate dehydrogenase.
3575270	YP_001161435.1	145597360	57132	44115	45086	+	YPDSF_0036	YPDSF_0036	formate dehydrogenase-O, iron-sulfur subunit (RefSeq)	COG437	C	Fe-S-cluster-containing hydrogenase components 1	TIGR01582 formate dehydrogenase, beta subunit [fdxH]	Energy metabolism:Electron transport	GO:0006118,GO:0045333,GO:0016021,GO:0009326,GO:0008863,GO:0009055,GO:0051536	1.2.1.2	Formate dehydrogenase.
3575271	YP_001161436.1	145597361	57132	45083	45757	+	YPDSF_0037	YPDSF_0037	formate dehydrogenase-O subunit gamma (RefSeq)	COG2864	C	Cytochrome b subunit of formate dehydrogenase	TIGR01583 formate dehydrogenase, gamma subunit	Energy metabolism:Electron transport	GO:0006118,GO:0045333,GO:0009326,GO:0016021,GO:0008863	1.2.1.2	Formate dehydrogenase.
3575272	YP_001161437.1	145597362	57132	45757	46686	+	YPDSF_0038	YPDSF_0038	formate dehydrogenase accessory protein FdhE (RefSeq)	COG3058	O	Uncharacterized protein involved in formate dehydrogenase formation	TIGR01562 formate dehydrogenase accessory protein FdhE [fdhE]				
3575273	YP_001161438.1	145597363	57132	46870	48258	+	YPDSF_0039	YPDSF_0039	selenocysteine synthase (RefSeq)	COG1921	E	Selenocysteine synthase [seryl-tRNASer selenium transferase]	TIGR00474 L-seryl-tRNA selenium transferase [selA]	Protein synthesis:tRNA aminoacylation	GO:0001514,GO:0005737,GO:0004125,GO:0030170	2.9.1.1	L-seryl-tRNA(Sec) selenium transferase.
3575274	YP_001161439.1	145597364	57132	48255	50207	+	YPDSF_0040	YPDSF_0040	selenocysteinyl-tRNA-specific translation factor (RefSeq)	COG3276	J	Selenocysteine-specific translation elongation factor	TIGR00475 selenocysteine-specific translation elongation factor [selB]	Protein synthesis:Translation factors	GO:0001514,GO:0005737,GO:0005525,GO:0003723,GO:0003746,GO:0003924		
3575275			57132	50678	50214	-	YPDSF_0041	YPDSF_0041									
3575276	YP_001161440.1	145597365	57132	50967	51083	+	YPDSF_0042	YPDSF_0042	membrane protein (RefSeq)								
3575277	YP_001161441.1	145597366	57132	52313	51105	-	YPDSF_0043	YPDSF_0043	transposase for the IS285 insertion element (RefSeq)	COG3328	L	Transposase and inactivated derivatives			GO:0006313,GO:0003677,GO:0004803		
3575278	YP_001161442.1	145597367	57132	53217	52636	-	YPDSF_0044	YPDSF_0044	membrane protein (RefSeq)								
3575279	YP_001161443.1	145597368	57132	53481	53296	-	YPDSF_0045	YPDSF_0045	hypothetical protein (RefSeq)								
3575280	YP_001161444.1	145597369	57132	55156	53927	-	YPDSF_0046	YPDSF_0046	multidrug translocase (RefSeq)	COG2814	G	Arabinose efflux permease			GO:0006810,GO:0016021,GO:0005215		
3575281	YP_001161445.1	145597370	57132	56414	55629	-	YPDSF_0047	YPDSF_0047	transposase for insertion sequence IS1661 (RefSeq)	COG2801	L	Transposase and inactivated derivatives			GO:0015074,GO:0003677		
3575282	YP_001161446.1	145597371	57132	57934	57176	-	YPDSF_0048	YPDSF_0048	DNA-binding transcriptional repressor (RefSeq)	COG1349	KG	Transcriptional regulators of sugar metabolism			GO:0006355,GO:0006084,GO:0005622,GO:0003700,GO:0003824		
3575283	YP_001161447.1	145597372	57132	58805	57969	-	YPDSF_0049	YPDSF_0049	predicted intramembrane serine protease (RefSeq)	COG705	R	Uncharacterized membrane protein (homolog of Drosophila rhomboid)			GO:0016021	3.4.21.-	
3575284	YP_001161448.1	145597373	57132	59152	58823	-	YPDSF_0050	glpE	thiosulfate sulfurtransferase (RefSeq)	COG607	P	Rhodanese-related sulfurtransferase			GO:0004792	2.8.1.1	Thiosulfate sulfurtransferase.
3575285	YP_001161449.1	145597374	57132	62238	59527	-	YPDSF_0051	YPDSF_0051	transcriptional regulator MalT (RefSeq)	COG2909	K	ATP-dependent transcriptional regulator			GO:0006355,GO:0005622,GO:0003700,GO:0043565		
3575286	YP_001161450.1	145597375	57132	62556	64961	+	YPDSF_0052	YPDSF_0052	Glycogen/starch/alpha-glucan phosphorylase (RefSeq)	COG58	G	Glucan phosphorylase	TIGR02093 glycogen/starch/alpha-glucan phosphorylases [glgP]	Energy metabolism:Biosynthesis and degradation of polysaccharides	GO:0005975,GO:0008184,GO:0030170	2.4.1.1	Phosphorylase.
3575287	YP_001161451.1	145597376	57132	64974	67070	+	YPDSF_0053	malQ	4-alpha-glucanotransferase (RefSeq)	COG1640	G	4-alpha-glucanotransferase	TIGR00217 4-alpha-glucanotransferase [malQ]	Energy metabolism:Biosynthesis and degradation of polysaccharides	GO:0005975,GO:0004134,GO:0043169	2.4.1.25	4-alpha-glucanotransferase.
3575288	YP_001161452.1	145597377	57132	67974	67399	-	YPDSF_0054	YPDSF_0054	predicted gluconate transport-associated protein (RefSeq)	COG316	S	Uncharacterized conserved protein	TIGR03341 IscR-regulated protein YhgI [yhgI]	Biosynthesis of cofactors, prosthetic groups, and carriers:Other	GO:0016226,GO:0005506,GO:0051536		
3575289	YP_001161453.1	145597378	57132	68735	68034	-	YPDSF_0055	YPDSF_0055	gluconate periplasmic binding protein (RefSeq)	COG1040	R	Predicted amidophosphoribosyltransferases			GO:0009116		
3575290	YP_001161454.1	145597379	57132	68801	69598	+	YPDSF_0056	YPDSF_0056	biotin biosynthesis protein (RefSeq)	COG596	R	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	TIGR01738 putative pimeloyl-BioC--CoA transferase BioH [bioH]	Biosynthesis of cofactors, prosthetic groups, and carriers:Biotin	GO:0009102		
3575291	YP_001161455.1	145597380	57132	69768	70037	+	YPDSF_0057	YPDSF_0057	hypothetical protein (RefSeq)								
3575292	YP_001161456.1	145597381	57132	70432	70175	-	YPDSF_0058	YPDSF_0058	hypothetical protein (RefSeq)								
3575293	YP_001161457.1	145597382	57132	72783	70468	-	YPDSF_0059	feoB	ferrous iron transport protein B (RefSeq)	COG370	P	Fe2+ transport system protein B	TIGR00231 small GTP-binding protein domain,TIGR00437 ferrous iron transport protein B [feoB]	Transport and binding proteins:Cations and iron carrying compounds	GO:0015684,GO:0009276,GO:0005622,GO:0016021,GO:0001882,GO:0003924,GO:0015093,GO:0005525		
3575294	YP_001161458.1	145597383	57132	73102	72875	-	YPDSF_0060	feoA	ferrous iron transport protein A (RefSeq)	COG1918	P	Fe2+ transport system protein A			GO:0005506		
3575295	YP_001161459.1	145597384	57132	76001	73626	-	YPDSF_0061	YPDSF_0061	hypothetical protein (RefSeq)	COG2183	K	Transcriptional accessory protein			GO:0006139,GO:0003723,GO:0016788		
3575296	YP_001161460.1	145597385	57132	76535	77050	+	YPDSF_0062	greB	transcription elongation factor GreB (RefSeq)	COG782	K	Transcription elongation factor	TIGR01461 transcription elongation factor GreB [greB]	Transcription:Transcription factors	GO:0006355,GO:0003677,GO:0003711		
3575297	YP_001161461.1	145597386	57132	77186	77905	+	YPDSF_0063	ompR	osmolarity response regulator (RefSeq)	COG745	TK	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain			GO:0000160,GO:0006355,GO:0000156,GO:0003677		
3575298	YP_001161462.1	145597387	57132	77902	79254	+	YPDSF_0064	envZ	osmolarity sensor protein (RefSeq)	COG2972	T	Predicted signal transduction protein with a C-terminal ATPase domain			GO:0018106,GO:0007165,GO:0016020,GO:0000155,GO:0005524	2.7.13.3	Histidine kinase.
3575299	YP_001161463.1	145597388	57132	81028	79409	-	YPDSF_0065	YPDSF_0065	phosphoenolpyruvate carboxykinase (RefSeq)	COG1866	C	Phosphoenolpyruvate carboxykinase (ATP)	TIGR00224 phosphoenolpyruvate carboxykinase (ATP) [pckA]	Energy metabolism:Glycolysis/gluconeogenesis	GO:0006094,GO:0004612,GO:0005524	4.1.1.49	Phosphoenolpyruvate carboxykinase (ATP).
3575300	YP_001161464.1	145597389	57132	82106	81225	-	YPDSF_0066	hslO	Hsp33-like chaperonin (RefSeq)	COG1281	O	Disulfide bond chaperones of the HSP33 family			GO:0006457,GO:0005737,GO:0051082		
3575301	YP_001161465.1	145597390	57132	82676	82269	-	YPDSF_0067	YPDSF_0067	heat shock protein 15 (RefSeq)	COG1188	J	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)			GO:0003723		
3575302	YP_001161466.1	145597391	57132	83385	82705	-	YPDSF_0068	YPDSF_0068	hypothetical protein (RefSeq)	COG1011	R	Predicted hydrolase (HAD superfamily)	TIGR01509 HAD hydrolase, family IA, variant 3	Unknown function:Enzymes of unknown specificity	GO:0008152,GO:0016787		
3575303	YP_001161467.1	145597392	57132	85676	83529	-	YPDSF_0069	YPDSF_0069	membrane protein (RefSeq)						GO:0009276,GO:0016021		
3575304	YP_001161468.1	145597393	57132	86263	86808	+	YPDSF_0070	nudE	ADP-ribose diphosphatase NudE (RefSeq)						GO:0016787	3.6.1.-	
3575305	YP_001161469.1	145597394	57132	89499	86944	-	YPDSF_0071	mrcA	peptidoglycan synthetase (RefSeq)	COG5009	M	Membrane carboxypeptidase/penicillin-binding protein	TIGR02074 penicillin-binding protein, 1A family	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0046677,GO:0009252,GO:0009274,GO:0008233,GO:0016763,GO:0008658	2.4.1.-,3.4.-.-,2.4.2.-	,,
3575306	YP_001161470.1	145597395	57132	89619	90515	+	YPDSF_0072	YPDSF_0072	hypothetical protein (RefSeq)								
3575307	YP_001161471.1	145597396	57132	90515	91120	+	YPDSF_0073	YPDSF_0073	membrane protein (RefSeq)	COG3166	NU	Tfp pilus assembly protein PilN					
3575308	YP_001161472.1	145597397	57132	91068	91694	+	YPDSF_0074	YPDSF_0074	membrane protein (RefSeq)						GO:0006955,GO:0016020,GO:0005164		
3575309	YP_001161473.1	145597398	57132	91660	92088	+	YPDSF_0075	YPDSF_0075	membrane protein (RefSeq)								
3575310	YP_001161474.1	145597399	57132	92480	92091	-	YPDSF_0076	YPDSF_0076	hypothetical protein (RefSeq)								
3575311	YP_001161475.1	145597400	57132	92287	93639	+	YPDSF_0077	YPDSF_0077	predicted fimbrial transporter (RefSeq)	COG4796	U	Type II secretory pathway, component HofQ	TIGR02515 type IV pilus secretin PilQ [pilQ]	Cell envelope:Surface structures	GO:0009297,GO:0009306,GO:0016020		
3575312	YP_001161476.1	145597401	57132	93988	94509	+	YPDSF_0078	aroK	shikimate kinase I (RefSeq)	COG703	E	Shikimate kinase			GO:0004765,GO:0005524,GO:0017111	2.7.1.71	Shikimate kinase.
3575313	YP_001161477.1	145597402	57132	94566	95654	+	YPDSF_0079	aroB	3-dehydroquinate synthase (RefSeq)	COG337	E	3-dehydroquinate synthetase	TIGR01357 3-dehydroquinate synthase [aroB]	Amino acid biosynthesis:Aromatic amino acid family	GO:0009073,GO:0003856	4.2.3.4	3-dehydroquinate synthase.
3575314	YP_001161478.1	145597403	57132	95908	96897	+	YPDSF_0080	YPDSF_0080	hypothetical protein (RefSeq)	COG3266	S	Uncharacterized protein conserved in bacteria					
3575315	YP_001161479.1	145597404	57132	96981	97796	+	YPDSF_0081	YPDSF_0081	DNA adenine methylase (RefSeq)	COG338	L	Site-specific DNA methylase	TIGR00571 DNA adenine methylase [dam]	DNA metabolism:DNA replication, recombination, and repair	GO:0006306,GO:0003676,GO:0003677,GO:0009007	2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific).
3575316	YP_001161480.1	145597405	57132	98099	98776	+	YPDSF_0082	YPDSF_0082	ribulose-phosphate 3-epimerase (RefSeq)	COG36	G	Pentose-5-phosphate-3-epimerase	TIGR01163 ribulose-phosphate 3-epimerase [rpe]	Energy metabolism:Pentose phosphate pathway	GO:0005975,GO:0004750	5.1.3.1	Ribulose-phosphate 3-epimerase.
3575317	YP_001161481.2	162202303	57132	98769	99467	+	YPDSF_0083	YPDSF_0083	phosphoglycolate phosphatase (RefSeq)	COG546	R	Predicted phosphatases	TIGR01449 phosphoglycolate phosphatase, bacterial [gph],TIGR01509 HAD hydrolase, family IA, variant 3,TIGR01549 HAD hydrolase, family IA, variant 1	Energy metabolism:Sugars	GO:0008152,GO:0008967	3.1.3.18	Phosphoglycolate phosphatase.
3575318	YP_001161482.1	145597407	57132	99469	100509	+	YPDSF_0084	YPDSF_0084	tryptophanyl-tRNA synthetase (RefSeq)	COG180	J	Tryptophanyl-tRNA synthetase	TIGR00233 tryptophan--tRNA ligase [trpS]	Protein synthesis:tRNA aminoacylation	GO:0006436,GO:0005737,GO:0004830,GO:0005524	6.1.1.2	Tryptophan--tRNA ligase.
3575319	YP_001161483.1	145597408	57132	102049	100628	-	YPDSF_0085	cysG	siroheme synthase (RefSeq)	COG7	H	Uroporphyrinogen-III methylase	TIGR01469 uroporphyrinogen-III C-methyltransferase [cobA],TIGR01470 siroheme synthase, N-terminal domain	Biosynthesis of cofactors, prosthetic groups, and carriers:Heme, porphyrin, and cobalamin	GO:0006779,GO:0009236,GO:0004851,GO:0051266,GO:0051287,GO:0043115	2.1.1.107,1.3.1.76,4.99.1.4	Uroporphyrinogen-III C-methyltransferase.,Precorrin-2 dehydrogenase.,Sirohydrochlorin ferrochelatase.
3575320	YP_001161484.1	145597409	57132	102943	102137	-	YPDSF_0086	YPDSF_0086	nitrite transporter NirC (RefSeq)	COG2116	P	Formate/nitrite family of transporters	TIGR00790 formate/nitrite transporter [fnt]	Transport and binding proteins:Anions	GO:0006810,GO:0016020,GO:0005215		
3575321	YP_001161485.1	145597410	57132	103448	103122	-	YPDSF_0087	nirD	nitrite reductase small subunit (RefSeq)	COG2146	PR	Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases	TIGR02378 nitrite reductase [NAD(P)H], small subunit [nirD]	Central intermediary metabolism:Nitrogen metabolism	GO:0006118,GO:0008942	1.7.1.4	Nitrite reductase (NAD(P)H).
3575322	YP_001161486.1	145597411	57132	105991	103445	-	YPDSF_0088	YPDSF_0088	nitrite reductase (RefSeq)	COG1251	C	NAD(P)H-nitrite reductase	TIGR02374 nitrite reductase [NAD(P)H], large subunit [nirB]	Central intermediary metabolism:Nitrogen metabolism	GO:0006118,GO:0042128,GO:0050660,GO:0008942,GO:0050661,GO:0020037,GO:0051536	1.7.1.4	Nitrite reductase (NAD(P)H).
3575323	YP_001161487.1	145597412	57132	106313	107611	+	YPDSF_0089	YPDSF_0089	cytosine deaminase (RefSeq)	COG402	FR	Cytosine deaminase and related metal-dependent hydrolases			GO:0004131	3.5.4.1	Cytosine deaminase.
3575324	YP_001161488.1	145597413	57132	108880	107696	-	YPDSF_0090	YPDSF_0090	hypothetical protein (RefSeq)	COG2814	G	Arabinose efflux permease			GO:0006810,GO:0016021,GO:0005215		
3575325	YP_001161489.1	145597414	57132	109366	111426	+	YPDSF_0091	YPDSF_0091	membrane receptor protein (RefSeq)	COG1629	P	Outer membrane receptor proteins, mostly Fe transport	TIGR01778 TonB-dependent copper receptor	Transport and binding proteins:Porins	GO:0006810,GO:0016020,GO:0004872,GO:0005215		
3575326	YP_001161490.1	145597415	57132	112525	111539	-	YPDSF_0092	YPDSF_0092	LacI-family transcriptional regulator (RefSeq)	COG1609	K	Transcriptional regulators			GO:0006355,GO:0005622,GO:0003700,GO:0043565,GO:0008784	5.1.1.1	Alanine racemase.
3575327			57132	112887	112774	-	YPDSF_0093	YPDSF_0093									
3575328			57132	114080	112875	-	YPDSF_0094	YPDSF_0094									
3575329	YP_001161491.1	145597416	57132	114596	115165	+	YPDSF_0095	YPDSF_0095	peptidyl-prolyl cis-trans isomerase A (rotamase A) (RefSeq)	COG652	O	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family			GO:0006457,GO:0003755,GO:0042027,GO:0004600,GO:0030051	5.2.1.8	Peptidylprolyl isomerase.
3575330	YP_001161492.1	145597417	57132	115491	117032	+	YPDSF_0096	YPDSF_0096	hypothetical protein (RefSeq)	COG433	R	Predicted ATPase			GO:0000166,GO:0017111		
3575331	YP_001161493.1	145597418	57132	117275	117850	+	YPDSF_0097	YPDSF_0097	para-aminobenzoate synthase component II (RefSeq)	COG512	EH	Anthranilate/para-aminobenzoate synthases component II	TIGR00566 glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase		GO:0006541,GO:0009058,GO:0004049,GO:0046820,GO:0016874	6.3.5.8	Transferred entry: 2.6.1.85.
3575332	YP_001161494.1	145597419	57132	117983	119200	+	YPDSF_0098	argD	bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein (RefSeq)	COG4992	E	Ornithine/acetylornithine aminotransferase	TIGR00707 acetylornithine and succinylornithine aminotransferases [argD],TIGR03246 succinylornithine transaminase family [astC]	Energy metabolism:Amino acids and amines	GO:0006525,GO:0003992,GO:0043825,GO:0009016,GO:0030170	2.6.1.81,2.6.1.11,2.6.1.17	Succinylornithine transaminase.,Acetylornithine transaminase.,Succinyldiaminopimelate transaminase.
3575333	YP_001161495.1	145597420	57132	121546	119426	-	YPDSF_0099	YPDSF_0099	membrane protein (RefSeq)	COG1289	S	Predicted membrane protein	TIGR01667 integral membrane protein, YccS/YhfK family				
3575334	YP_001161496.1	145597421	57132	122264	121632	-	YPDSF_0100	YPDSF_0100	cAMP-regulatory protein (RefSeq)	COG664	T	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases			GO:0006355,GO:0005622,GO:0003700	2.7.1.-	
3575335	YP_001161497.1	145597422	57132	122600	123007	+	YPDSF_0101	YPDSF_0101	hypothetical protein (RefSeq)	COG1765	O	Predicted redox protein, regulator of disulfide bond formation			GO:0006950		
3575336	YP_001161498.1	145597423	57132	123079	123510	+	YPDSF_0102	YPDSF_0102	membrane protein (RefSeq)								
3575337	YP_001161499.1	145597424	57132	124557	123688	-	YPDSF_0103	YPDSF_0103	phosphoribulokinase 1 (RefSeq)	COG3954	C	Phosphoribulokinase			GO:0005975,GO:0009058,GO:0005524,GO:0008974	2.7.1.19	Phosphoribulokinase.
3575338	YP_001161500.1	145597425	57132	124942	124706	-	YPDSF_0104	YPDSF_0104	hypothetical protein (RefSeq)	COG3089	S	Uncharacterized protein conserved in bacteria					
3575339	YP_001161501.1	145597426	57132	125919	124939	-	YPDSF_0105	YPDSF_0105	predicted hydrolase (RefSeq)	COG429	R	Predicted hydrolase of the alpha/beta-hydrolase fold					
